date,time,timestamp,position_rad,velocity_rad_s,acceleration_rad_s2
2025-11-13,04:11:08.125:,,.620026,-0.000000,0.000000
2025-11-13,04:11:08.135:,4828.920410,-2.620026,-0.000000,0.000000
2025-11-13,04:11:08.136:,4828.922363,-2.620026,-0.000000,0.000000
2025-11-13,04:11:08.136:,4828.924316,-2.620026,-0.000000,0.000000
2025-11-13,04:11:08.137:,4828.926270,-2.620026,-0.000000,0.000000
2025-11-13,04:11:08.137:,4828.929199,-2.620026,-0.000000,0.000000
2025-11-13,04:11:08.138:,4828.931152,-2.620026,-0.000000,0.000000
2025-11-13,04:11:08.139:,4828.933105,-2.620026,-0.000000,0.000000
2025-11-13,04:11:08.150:,4828.935059,-2.620026,-0.000000,0.000000
2025-11-13,04:11:08.161:,4828.937012,-2.620026,-0.000000,0.000000
2025-11-13,04:11:08.162:,4828.939453,-2.620026,-0.000000,0.000000
2025-11-13,04:11:08.163:,4828.941406,-2.620026,-0.000000,0.000000
2025-11-13,04:11:08.163:,4828.943359,-2.620026,-0.000000,0.000000
2025-11-13,04:11:08.164:,4828.945312,-2.620026,-0.000000,0.000000
2025-11-13,04:11:08.165:,4828.947266,-2.620026,-0.000000,0.000000
2025-11-13,04:11:08.166:,4828.950195,-2.620026,-0.000000,0.000000
2025-11-13,04:11:08.166:,4828.952148,-2.620026,-0.000000,0.000000
2025-11-13,04:11:08.167:,4828.954102,-2.620026,-0.000000,0.000000
2025-11-13,04:11:08.167:,4828.956055,-2.620026,-0.000000,0.000000
2025-11-13,04:11:08.168:,4828.958008,-2.620026,-0.000000,0.000000
2025-11-13,04:11:08.168:,4828.960449,-2.620026,-0.000000,0.000000
2025-11-13,04:11:08.169:,4828.962402,-2.620026,-0.000000,0.000000
2025-11-13,04:11:08.171:,4828.964355,-2.620026,-0.000000,0.000000
2025-11-13,04:11:08.181:,4828.966309,-2.620026,-0.000000,0.000000
2025-11-13,04:11:08.182:,4828.968262,-2.620026,-0.000000,0.000000
2025-11-13,04:11:08.182:,4828.970703,-2.620026,-0.000000,0.000000
2025-11-13,04:11:08.183:,4828.973145,-2.620026,-0.000000,0.000000
2025-11-13,04:11:08.183:,4828.975098,-2.620026,-0.000000,0.000000
2025-11-13,04:11:08.184:,4828.977051,-2.620026,-0.000000,0.000000
2025-11-13,04:11:08.185:,4828.979004,-2.620026,-0.000000,0.000000
2025-11-13,04:11:08.196:,4828.981445,-2.620026,-0.000000,0.000000
2025-11-13,04:11:08.197:,4828.983398,-2.620026,-0.000000,0.000000
2025-11-13,04:11:08.197:,4828.985352,-2.620026,-0.000000,0.000000
2025-11-13,04:11:08.198:,4828.987305,-2.620026,-0.000000,0.000000
2025-11-13,04:11:08.198:,4828.989258,-2.620026,-0.000000,0.000000
2025-11-13,04:11:08.199:,4828.991699,-2.620026,-0.000000,0.000000
2025-11-13,04:11:08.200:,4828.994141,-2.620026,-0.000000,0.000000
2025-11-13,04:11:08.202:,4828.996094,-2.620026,-0.000000,0.000000
