date,time,timestamp,position_rad,velocity_rad_s,acceleration_rad_s2
2025-12-14,22:22:17.260:,4611.538574,-0.786157,0.001166,-0.605579
2025-12-14,22:22:17.261:,4611.541016,-0.786157,0.000933,-0.506723
2025-12-14,22:22:17.263:,4611.542969,-0.786157,0.000746,-0.423211
2025-12-14,22:22:17.264:,4611.544922,-0.786157,0.000597,-0.352822
2025-12-14,22:22:17.266:,4611.547363,-0.786157,0.000478,-0.29367
2025-12-14,22:22:17.267:,4611.549316,-0.786157,0.000382,-0.244054
2025-12-14,22:22:17.268:,4611.55127,-0.786157,0.000306,-0.20254
2025-12-14,22:22:17.280:,4611.553223,-0.786157,0.000244,-0.167873
2025-12-14,22:22:17.281:,4611.555176,-0.786157,0.000196,-0.138969
2025-12-14,22:22:17.282:,4611.557129,-0.786157,0.000156,-0.114915
2025-12-14,22:22:17.283:,4611.55957,-0.786157,0.000125,-0.094922
2025-12-14,22:22:17.284:,4611.561523,-0.786157,0.0001,-0.078329
2025-12-14,22:22:17.284:,4611.563965,-0.786157,8e-05,-0.064575
2025-12-14,22:22:17.287:,4611.565918,-0.786157,6.4e-05,-0.053192
2025-12-14,22:22:17.288:,4611.568359,-0.786157,5.1e-05,-0.043779
2025-12-14,22:22:17.289:,4611.570312,-0.786157,4.1e-05,-0.036003
2025-12-14,22:22:17.290:,4611.572266,-0.786924,-0.193557,-18.353304
2025-12-14,22:22:17.291:,4611.574219,-0.786924,-0.154846,-11.148963
2025-12-14,22:22:17.302:,4611.576172,-0.786924,-0.123877,-6.087055
2025-12-14,22:22:17.304:,4611.579102,-0.787691,-0.290428,-20.449734
2025-12-14,22:22:17.305:,4611.581055,-0.787691,-0.232342,-11.052744
2025-12-14,22:22:17.307:,4611.583008,-0.788458,-0.372828,-21.683681
2025-12-14,22:22:17.307:,4611.584961,-0.788458,-0.298263,-10.549714
2025-12-14,22:22:17.308:,4611.587402,-0.789225,-0.425479,-20.063015
2025-12-14,22:22:17.309:,4611.589844,-0.789225,-0.340383,-8.282658
2025-12-14,22:22:17.310:,4611.591797,-0.789992,-0.463544,-18.141825
2025-12-14,22:22:17.311:,4611.59375,-0.790759,-0.557448,-23.081383
